run,date,start_time,ebeam,current,target,hms_p,hms_th,shms_p,shms_th,ps1,ps2,ps3,ps4,ps5,ps6,run_type,comment
27612,07/09/26,07:00,6.449,54.0,LH2,1.165,44.83,2.978,10.25,-1,-1,-1,-1,-1,0,PI+SIDIS,"50k seems fine, but no data/full replay?"
27614,07/10/26,02:04,6.449,45.0,DUMMY,-1.165,44.83,-2.978,10.25,-1,-1,-1,-1,-1,0,PI-SIDIS,
27615,07/10/26,02:36,6.449,50.0,DUMMY,-1.165,44.83,-2.978,10.25,-1,-1,-1,-1,-1,0,PI-SIDIS,
27616,07/10/26,03:06,6.449,50.0,DUMMY,-1.165,44.83,-2.978,10.25,-1,-1,-1,-1,-1,0,PI-SIDIS,
27617,07/10/26,03:35,6.449,50.0,DUMMY,-1.165,44.83,-2.978,10.25,-1,-1,-1,-1,-1,0,PI-SIDIS,
27618,07/10/26,04:06,6.449,50.0,DUMMY,-1.165,44.83,-2.978,10.25,-1,-1,-1,-1,-1,0,PI-SIDIS,
27619,07/10/26,04:36,6.449,50.0,DUMMY,-1.165,44.83,-2.978,10.25,-1,-1,-1,-1,-1,0,PI-SIDIS,
27620,07/10/26,05:07,6.449,50.0,DUMMY,-1.165,44.83,-2.978,10.25,-1,-1,-1,-1,-1,0,PI-SIDIS,
27621,07/10/26,05:37,6.449,50.0,DUMMY,-1.165,44.83,-2.978,10.25,-1,-1,-1,-1,-1,0,PI-SIDIS,
27622,07/10/26,06:06,6.449,50.0,DUMMY,-1.165,44.83,-2.978,10.25,-1,-1,-1,-1,-1,0,PI-SIDIS,~23min run
27623,07/10/26,09:44,6.449,50.0,DUMMY,-1.165,44.83,-2.978,10.25,-1,-1,-1,-1,-1,0,PI-SIDIS,
27624,07/10/26,10:47,6.449,28.0,LD2,-1.165,44.83,-2.978,10.25,-1,-1,-1,-1,-1,0,PI-SIDIS,Beam taken out for Hall D tuning
27625,07/10/26,23:25,6.449,28.0,LD2,-1.165,44.83,-2.978,10.25,-1,-1,-1,-1,-1,0,PI-SIDIS,Leak in MJC5A2A
27626,07/11/26,00:01,6.449,28.0,LD2,-1.165,44.83,-2.978,10.25,-1,-1,-1,-1,-1,0,PI-SIDIS,
27627,07/11/26,00:37,6.449,28.0,LD2,-1.165,44.83,-2.978,10.25,-1,-1,-1,-1,-1,0,PI-SIDIS,
27628,07/11/26,01:08,6.449,28.0,LD2,-1.165,44.83,-2.978,10.25,-1,-1,-1,-1,-1,0,PI-SIDIS,
27629,07/11/26,01:39,6.449,28.0,LD2,-1.165,44.83,-2.978,10.25,-1,-1,-1,-1,-1,0,PI-SIDIS,
27630,07/11/26,02:10,6.449,28.0,LD2,-1.165,44.83,-2.978,10.25,-1,-1,-1,-1,-1,0,PI-SIDIS,
27631,07/11/26,02:40,6.449,28.0,LD2,-1.165,44.83,-2.978,10.25,-1,-1,-1,-1,-1,0,PI-SIDIS,
27632,07/11/26,03:34,6.449,60.0,LH2,-1.165,44.83,-2.978,10.25,-1,-1,-1,-1,-1,0,PI-SIDIS,
27633,07/11/26,04:06,6.449,60.0,LH2,-1.165,44.83,-2.978,10.25,-1,-1,-1,-1,-1,0,PI-SIDIS,
27634,07/11/26,04:37,6.449,60.0,LH2,-1.165,44.83,-2.978,10.25,-1,-1,-1,-1,-1,0,PI-SIDIS,
27635,07/11/26,05:06,6.449,60.0,LH2,-1.165,44.83,-2.978,10.25,-1,-1,-1,-1,-1,0,PI-SIDIS,
27636,07/11/26,05:37,6.449,60.0,LH2,-1.165,44.83,-2.978,10.25,-1,-1,-1,-1,-1,0,PI-SIDIS,
27637,07/11/26,06:06,6.449,60.0,LH2,-1.165,44.83,-2.978,10.25,-1,-1,-1,-1,-1,0,PI-SIDIS,
27638,07/11/26,06:37,6.449,60.0,LH2,-1.165,44.83,-2.978,10.25,-1,-1,-1,-1,-1,0,PI-SIDIS,
27639,07/11/26,07:10,6.449,60.0,LH2,-1.165,44.83,-2.978,10.25,-1,-1,-1,-1,-1,0,PI-SIDIS,
27640,07/11/26,07:41,6.449,60.0,LH2,-1.165,44.83,-2.978,10.25,-1,-1,-1,-1,-1,0,PI-SIDIS,
27641,07/11/26,08:14,6.449,60.0,LH2,-1.165,44.83,-2.978,10.25,-1,-1,-1,-1,-1,0,PI-SIDIS,
27642,07/11/26,13:47,6.449,70.0,LH2,-1.165,37.33,5.051,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27643,07/11/26,14:54,6.449,50.0,DUMMY,-1.165,37.33,5.051,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,Many trips
27644,07/11/26,15:13,6.449,50.0,DUMMY,-1.165,37.33,5.051,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27650,07/11/26,16:24,6.449,18.0,LD2,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27651,07/11/26,16:53,6.449,18.0,LD2,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27652,07/11/26,17:23,6.449,18.0,LD2,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27653,07/11/26,17:54,6.449,18.0,LD2,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27654,07/11/26,18:24,6.449,18.0,LD2,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27655,07/11/26,18:54,6.449,18.0,LD2,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27656,07/11/26,19:24,6.449,18.0,LD2,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27657,07/11/26,19:54,6.449,18.0,LD2,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27658,07/11/26,20:27,6.449,18.0,LD2,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27659,07/11/26,21:00,6.449,18.0,LD2,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27660,07/11/26,21:34,6.449,18.0,LD2,-1.165,37.33,2.806,9.245,-1,-1,-1,0,-1,-1,HMSDIS,ended early due to linac trip
27661,07/11/26,22:13,6.449,18.0,LD2,-1.165,37.33,2.806,9.245,-1,-1,-1,0,-1,-1,HMSDIS,5min short run to reach 15min of HMSDIS production
27662,07/11/26,22:20,6.449,18.0,LD2,-1.165,37.33,2.806,9.245,-1,-1,5,-1,-1,-1,HMSDIS,
27663,07/11/26,22:37,6.449,18.0,LD2,-1.165,37.33,2.806,9.245,-1,-1,-1,0,-1,-1,HMSDIS,Very short run.
27664,07/11/26,22:54,6.449,38.0,LH2,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27665,07/11/26,23:24,6.449,38.0,LH2,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27666,07/11/26,23:55,6.449,38.0,LH2,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27667,07/12/26,00:26,6.449,38.0,LH2,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27668,07/12/26,00:56,6.449,38.0,LH2,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27669,07/12/26,01:26,6.449,38.0,LH2,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27670,07/12/26,03:19,6.449,38.0,LH2,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27671,07/12/26,04:09,6.449,38.0,LH2,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27672,07/12/26,04:39,6.449,38.0,LH2,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27673,07/12/26,05:10,6.449,38.0,LH2,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27674,07/12/26,05:46,6.449,38.0,LH2,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,0,-1,PI+SIDIS,ended early
27675,07/12/26,06:09,6.449,38.0,LH2,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,0,-1,PI+SIDIS,remaining minutes of previous setting
27676,07/12/26,06:18,6.449,38.0,LH2,-1.165,37.33,2.806,9.245,-1,-1,-1,0,-1,-1,HMSDIS,
27677,07/12/26,06:37,6.449,38.0,LH2,-1.165,37.33,2.806,9.245,-1,-1,0,-1,-1,-1,HMSDIS,
27678,07/12/26,07:06,6.449,50.0,DUMMY,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27679,07/12/26,07:36,6.449,50.0,DUMMY,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27680,07/12/26,08:09,6.449,50.0,DUMMY,-1.165,37.33,2.806,9.245,-1,-1,-1,0,-1,-1,HMSDIS,
27681,07/12/26,08:44,6.449,18.0,LD2,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27682,07/12/26,09:15,6.449,18.0,LD2,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27683,07/12/26,09:47,6.449,18.0,LD2,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27684,07/12/26,10:19,6.449,18.0,LD2,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27685,07/12/26,10:50,6.449,18.0,LD2,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27686,07/12/26,11:55,6.449,18.0,LD2,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27687,07/12/26,12:36,6.449,18.0,LD2,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27688,07/12/26,13:07,6.449,18.0,LD2,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27689,07/12/26,13:38,6.449,18.0,LD2,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27690,07/12/26,14:08,6.449,18.0,LD2,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27691,07/12/26,14:52,6.449,38.0,LH2,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27692,07/12/26,15:23,6.449,38.0,LH2,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27693,07/12/26,15:54,6.449,38.0,LH2,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27694,07/12/26,16:26,6.449,38.0,LH2,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27695,07/12/26,16:57,6.449,38.0,LH2,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27696,07/12/26,17:28,6.449,38.0,LH2,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27697,07/12/26,17:59,6.449,38.0,LH2,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27698,07/12/26,18:31,6.449,38.0,LH2,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27699,07/12/26,19:11,6.449,50.0,DUMMY,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27700,07/12/26,19:42,6.449,50.0,DUMMY,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27701,07/12/26,20:16,6.449,50.0,DUMMY,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27702,07/12/26,20:47,6.449,50.0,DUMMY,-1.165,37.33,2.806,9.245,-1,-1,-1,-1,-1,0,PI+SIDIS,
27703,07/12/26,21:57,6.449,40.0,LH2,-1.165,37.33,-2.806,9.245,-1,-1,-1,-1,-1,0,PI-SIDIS,
27704,07/12/26,22:28,6.449,40.0,LH2,-1.165,37.33,-2.806,9.245,-1,-1,-1,-1,-1,0,PI-SIDIS,
27705,07/12/26,22:59,6.449,40.0,LH2,-1.165,37.33,-2.806,9.245,-1,-1,-1,-1,-1,0,PI-SIDIS,
27706,07/12/26,23:30,6.449,40.0,LH2,-1.165,37.33,-2.806,9.245,-1,-1,-1,-1,-1,0,PI-SIDIS,
27707,07/13/26,00:01,6.449,40.0,LH2,-1.165,37.33,-2.806,9.245,-1,-1,-1,-1,-1,0,PI-SIDIS,
27708,07/13/26,00:33,6.449,40.0,LH2,-1.165,37.33,-2.806,9.245,-1,-1,-1,-1,-1,0,PI-SIDIS,
27709,07/13/26,01:05,6.449,40.0,LH2,-1.165,37.33,-2.806,9.245,-1,-1,-1,-1,-1,0,PI-SIDIS,
27710,07/13/26,01:41,6.449,40.0,LH2,-1.165,37.33,-2.806,9.245,-1,-1,-1,-1,-1,0,PI-SIDIS,
27711,07/13/26,02:13,6.449,40.0,LH2,-1.165,37.33,-2.806,9.245,-1,-1,-1,-1,-1,0,PI-SIDIS,
27712,07/13/26,02:44,6.449,40.0,LH2,-1.165,37.33,-2.806,9.245,-1,-1,-1,-1,-1,0,PI-SIDIS,
27713,07/13/26,03:18,6.449,40.0,LH2,-1.165,37.33,-2.806,9.245,-1,-1,-1,-1,0,-1,PI-SIDIS,
27714,07/13/26,04:03,6.449,50.0,DUMMY,-1.165,37.33,-2.806,9.245,-1,-1,-1,-1,-1,0,PI-SIDIS,
27715,07/13/26,04:39,6.449,50.0,DUMMY,-1.165,37.33,-2.806,9.245,-1,-1,-1,-1,-1,0,PI-SIDIS,
27716,07/13/26,06:30,6.449,50.0,DUMMY,-1.165,37.33,-2.806,9.245,-1,-1,-1,-1,-1,0,PI-SIDIS,
27717,07/13/26,07:00,6.449,50.0,DUMMY,-1.165,37.33,-2.806,9.245,-1,-1,-1,-1,-1,0,PI-SIDIS,
27718,07/13/26,08:04,6.449,40.0,LH2,-1.165,37.33,-2.806,9.245,-1,-1,-1,-1,-1,0,PI-SIDIS,
27719,07/13/26,08:36,6.449,40.0,LH2,-1.165,37.33,-2.806,9.245,-1,-1,-1,-1,-1,0,PI-SIDIS,
27720,07/13/26,09:06,6.449,40.0,LH2,-1.165,37.33,-2.806,9.245,-1,-1,-1,-1,-1,0,PI-SIDIS,
27721,07/13/26,09:37,6.449,40.0,LH2,-1.165,37.33,-2.806,9.245,-1,-1,-1,-1,-1,0,PI-SIDIS,
27722,07/13/26,10:08,6.449,40.0,LH2,-1.165,37.33,-2.806,9.245,-1,-1,-1,-1,-1,0,PI-SIDIS,
27723,07/13/26,10:38,6.449,40.0,LH2,-1.165,37.33,-2.806,9.245,-1,-1,-1,-1,-1,0,PI-SIDIS,
27724,07/13/26,11:09,6.449,40.0,LH2,-1.165,37.33,-2.806,9.245,-1,-1,-1,-1,-1,0,PI-SIDIS,
27725,07/13/26,11:40,6.449,40.0,LH2,-1.165,37.33,-2.806,9.245,-1,-1,-1,-1,-1,0,PI-SIDIS,
27726,07/13/26,12:10,6.449,40.0,LH2,-1.165,37.33,-2.806,9.245,-1,-1,-1,-1,-1,0,PI-SIDIS,
27727,07/13/26,12:41,6.449,40.0,LH2,-1.165,37.33,-2.806,9.245,-1,-1,-1,-1,-1,0,PI-SIDIS,15 min run due to beam down
27728,07/13/26,13:32,6.449,40.0,LH2,-1.165,37.33,-2.806,9.245,-1,-1,-1,-1,-1,0,PI-SIDIS,
27730,07/13/26,14:13,6.449,50.0,DUMMY,-1.165,37.33,-2.806,9.245,-1,-1,-1,-1,-1,0,PI-SIDIS,
27731,07/13/26,14:43,6.449,50.0,DUMMY,-1.165,37.33,-2.806,9.245,-1,-1,-1,-1,-1,0,PI-SIDIS,
27732,07/13/26,15:15,6.449,50.0,DUMMY,-1.165,37.33,-2.806,9.245,-1,-1,-1,-1,-1,0,PI-SIDIS,
27733,07/13/26,16:52,6.449,70.0,LH2,-3.7,27.0,3.61,27.285,-1,-1,-1,-1,-1,0,HEEP,
27734,07/13/26,17:23,6.449,70.0,LH2,-3.7,27.0,3.61,27.285,-1,-1,-1,-1,-1,0,HEEP,
27735,07/13/26,17:58,6.449,70.0,LH2,-3.7,27.0,3.61,27.285,-1,-1,-1,0,-1,-1,HEE,
27736,07/13/26,18:44,6.449,50.0,DUMMY,-3.7,27.0,3.61,27.285,-1,-1,-1,-1,-1,0,HEEP,
27737,07/13/26,19:16,6.449,50.0,DUMMY,-3.7,27.0,3.61,27.285,-1,-1,-1,4,-1,-1,HEE,
27738,07/13/26,19:49,6.449,70.0,LD2,-3.7,27.0,3.61,27.285,-1,-1,-1,4,-1,-1,HEE,
27739,07/13/26,20:59,6.449,70.0,LH2,-3.318,30.5,4.01,24.825,-1,-1,-1,-1,-1,0,HEEP,
27740,07/13/26,21:32,6.449,70.0,LH2,-3.318,30.5,4.01,24.825,-1,-1,-1,-1,-1,0,HEEP,
27741,07/13/26,22:05,6.449,70.0,LH2,-3.318,30.5,4.01,24.825,-1,-1,-1,0,-1,-1,HEE,HMS EL-REAL run
27742,07/13/26,22:50,6.449,70.0,DUMMY,-3.318,30.5,4.01,24.825,-1,-1,-1,-1,-1,0,HEEP,
27743,07/13/26,23:24,6.449,70.0,DUMMY,-3.318,30.5,4.01,24.825,-1,-1,-1,0,-1,-1,HEE,HMS EL-REAL run
27744,07/13/26,23:52,6.449,70.0,LD2,-3.318,30.5,4.01,24.825,-1,-1,-1,0,-1,-1,HEE,HMS EL-REAL run
27745,07/14/26,02:25,6.449,52.0,LH2,1.165,44.83,2.978,10.25,-1,-1,-1,-1,-1,0,PI+SIDIS,
27746,07/14/26,02:56,6.449,52.0,LH2,1.165,44.83,2.978,10.25,-1,-1,-1,-1,-1,0,PI+SIDIS,
27747,07/14/26,03:40,6.449,48.0,Cu,1.165,44.83,2.978,10.25,-1,-1,-1,-1,-1,0,PI+SIDIS,
27748,07/14/26,04:12,6.449,48.0,Cu,1.165,44.83,2.978,10.25,-1,-1,-1,-1,-1,0,PI+SIDIS,
27749,07/14/26,05:24,6.449,42.0,LH2,1.165,37.33,-2.806,9.43,-1,-1,-1,-1,-1,0,PI-SIDIS,Significant SHMS angle offset
27750,07/14/26,05:57,6.449,42.0,LH2,1.165,37.33,-2.806,9.43,-1,-1,-1,-1,-1,0,PI-SIDIS,Significant SHMS angle offset
27751,07/14/26,06:29,6.449,42.0,LH2,1.165,37.33,-2.806,9.43,-1,-1,-1,-1,-1,0,PI-SIDIS,Significant SHMS angle offset
27752,07/14/26,07:00,6.449,42.0,LH2,1.165,37.33,-2.806,9.43,-1,-1,-1,-1,-1,0,PI-SIDIS,Significant SHMS angle offset
27753,07/14/26,08:14,6.449,18.0,LD2,1.165,37.33,2.806,9.43,-1,-1,-1,-1,-1,0,PI+SIDIS,Significant SHMS angle offset
27754,07/14/26,08:44,6.449,18.0,LD2,1.165,37.33,2.806,9.43,-1,-1,-1,-1,-1,0,PI+SIDIS,"Significant SHMS angle offset, stopped early; failing HV"
27756,07/16/26,04:08,8.581,40.0,LH2,-3.254,13.76,-2.611,10.12,-1,-1,-1,-1,-1,0,PI-SIDIS,Different central momentum in SHMS!  Possibly junk..?
27757,07/16/26,04:45,8.581,40.0,LH2,-3.254,13.76,-2.611,10.12,-1,-1,-1,-1,-1,0,PI-SIDIS,Different central momentum in SHMS!  Possibly junk..?
27758,07/16/26,20:10,8.581,42.0,LH2,-3.254,13.76,-2.738,10.12,-1,-1,-1,-1,-1,0,PI-SIDIS,
27759,07/16/26,20:42,8.581,42.0,LH2,-3.254,13.76,-2.738,10.12,-1,-1,-1,-1,-1,0,PI-SIDIS,
27760,07/16/26,21:16,8.581,42.0,LH2,-3.254,13.76,-2.738,10.12,-1,-1,-1,-1,0,-1,PI-SIDIS,
27761,07/16/26,21:47,8.581,40.0,LH2,-3.254,13.76,-2.738,10.12,-1,-1,-1,5,-1,-1,HMSDIS,
27762,07/16/26,22:04,8.581,40.0,LH2,-3.254,13.76,-2.738,10.12,-1,-1,-1,-1,-1,0,PI-SIDIS,
27763,07/16/26,22:53,8.581,50.0,DUMMY,-3.254,13.76,-2.738,10.12,-1,-1,-1,-1,-1,0,PI-SIDIS,
27764,07/16/26,23:13,8.581,50.0,DUMMY,-3.254,13.76,-2.738,10.12,-1,-1,-1,5,-1,-1,HMSDIS,
27765,07/16/26,23:43,8.581,50.0,DUMMY,-3.254,13.76,-2.738,8.26,-1,-1,-1,-1,-1,0,PI-SIDIS,Short run
27766,07/17/26,00:40,8.581,50.0,DUMMY,-3.254,13.76,-2.738,8.26,-1,-1,-1,-1,-1,0,PI-SIDIS,
27767,07/17/26,01:07,8.581,24.0,LH2,-3.254,13.76,-2.738,8.26,-1,-1,-1,-1,-1,0,PI-SIDIS,
27768,07/17/26,01:46,8.581,24.0,LH2,-3.254,13.76,-2.738,8.26,-1,-1,-1,-1,-1,0,PI-SIDIS,
27769,07/17/26,03:02,8.581,18.0,LH2,-3.254,13.76,2.738,8.26,-1,-1,-1,-1,-1,0,PI+SIDIS,
27770,07/17/26,03:45,8.581,18.0,LH2,-3.254,13.76,2.738,8.26,-1,-1,-1,-1,-1,0,PI+SIDIS,
27771,07/17/26,04:43,8.581,50.0,DUMMY,-3.254,13.76,2.738,8.26,-1,-1,-1,-1,-1,0,PI+SIDIS,
